Gene,DlpsB_1,DlpsB_2,DlpsB_3,DpbpG_1,DpbpG_2,DpbpG_3,WT_1,WT_2,WT_3
gene-ACX60_RS15950,15,21,43,1385,1328,1421,1186,1293,1752
gene-ACX60_RS15955,2293,3849,4407,4161,3422,5045,4859,4855,4640
gene-ACX60_RS15960,320,506,560,468,391,435,469,474,621
gene-ACX60_RS15965,4109,6409,5159,4895,5953,5081,5494,6318,6198
gene-ACX60_RS15970,193,316,288,171,151,215,213,205,257
gene-ACX60_RS15975,170,290,260,192,123,210,330,271,281
gene-ACX60_RS15980,1865,2745,2953,2828,2663,2952,2558,2681,3118
gene-ACX60_RS15985,1680,2161,1997,1838,2065,1786,1479,1642,2153
gene-ACX60_RS15990,1299,2135,2172,1415,1295,1532,1355,1407,1721
gene-ACX60_RS15995,968,1550,2075,1743,1458,2318,1663,1761,1817
gene-ACX60_RS16000,244,309,381,230,225,357,372,367,398
gene-ACX60_RS16005,68,98,150,79,40,91,144,160,145
gene-ACX60_RS16010,2242,3376,3304,2312,2460,2789,2097,2237,2777
gene-ACX60_RS16015,546,782,1086,673,603,768,763,730,924
gene-ACX60_RS16020,293,379,532,276,282,292,245,265,324
gene-ACX60_RS16025,1185,1813,1827,1221,1270,1307,1145,1185,1371
gene-ACX60_RS16030,14,36,66,31,19,38,36,33,51
gene-ACX60_RS16035,614,868,873,716,698,610,850,749,950
gene-ACX60_RS16040,282,564,509,441,392,465,398,465,535
gene-ACX60_RS16045,1061,1507,1711,1065,1254,1257,1099,1064,1398
gene-ACX60_RS16050,4924,7043,6716,5390,5333,5312,5199,5576,6395
gene-ACX60_RS16055,3689,5064,5082,2958,3388,3002,2445,2830,3127
gene-ACX60_RS16060,992,1427,1340,1463,1330,1323,1251,1254,1563
gene-ACX60_RS16065,284,416,436,344,344,440,430,414,415
gene-ACX60_RS16070,176,203,215,178,144,177,187,188,305
gene-ACX60_RS16075,314,629,496,302,394,408,309,326,390
gene-ACX60_RS16080,157,290,350,261,222,313,278,231,334
gene-ACX60_RS16085,676,1064,960,887,816,939,738,841,972
gene-ACX60_RS16090,1427,2432,2322,1926,1762,2118,1586,1575,2018
gene-ACX60_RS16095,22968,33326,37795,26505,24192,31617,23138,25699,27834
gene-ACX60_RS16100,2246,3309,3326,3127,2917,3398,1800,2092,2322
gene-ACX60_RS16105,19,41,117,116,59,181,165,113,107
gene-ACX60_RS16110,1,4,9,9,8,10,6,8,9
gene-ACX60_RS16115,82,108,143,125,82,130,169,149,138
gene-ACX60_RS16120,134,169,189,144,152,128,160,198,206
gene-ACX60_RS16125,1435,1979,2424,1743,1625,1838,1731,1878,2437
gene-ACX60_RS16130,93,131,136,152,139,197,150,151,174
gene-ACX60_RS16135,1988,2655,2694,2594,2619,2519,2246,2380,2752
gene-ACX60_RS16140,112,154,197,160,125,140,133,153,189
gene-ACX60_RS16145,89,116,140,84,92,63,91,102,123
gene-ACX60_RS16150,1105,1666,1668,1556,1376,1409,1040,1048,1262
gene-ACX60_RS16155,36,50,108,42,30,89,36,46,41
gene-ACX60_RS16160,613,922,1132,770,596,1017,600,691,757
gene-ACX60_RS16165,318,445,531,316,290,312,355,310,454
gene-ACX60_RS16170,304,408,494,278,302,291,238,268,245
gene-ACX60_RS16175,484,694,774,510,585,629,423,469,531
gene-ACX60_RS16180,306,494,549,444,409,527,411,411,460
gene-ACX60_RS16185,222,328,357,309,257,379,357,370,451
gene-ACX60_RS16190,1631,2630,2539,2020,2010,2471,2286,2610,2782
gene-ACX60_RS16195,1541,1937,2271,1734,1776,1791,1823,1952,2179
gene-ACX60_RS16200,175,219,227,171,102,169,202,212,270
gene-ACX60_RS16205,1002,1405,1193,1288,1388,1283,1176,1462,1578
gene-ACX60_RS16210,700,1046,1356,1065,994,1282,1141,1211,1288
gene-ACX60_RS16215,8549,13247,12597,10644,10800,11231,8789,10123,11038
gene-ACX60_RS19790,10,10,19,4,6,17,16,6,10
gene-ACX60_RS16225,71,66,129,78,59,117,63,56,78
gene-ACX60_RS16230,1544,2313,2314,2108,1963,2323,2341,2491,2523
gene-ACX60_RS16235,3348,5028,4796,4559,4869,4952,4397,5045,4888
gene-ACX60_RS16240,152,251,268,160,118,196,180,189,208
gene-ACX60_RS16245,662,995,1029,732,557,793,1020,937,967
gene-ACX60_RS16250,561,939,1236,767,702,930,662,726,804
gene-ACX60_RS16255,1171,1651,1577,1248,1255,1449,1222,1239,1543
gene-ACX60_RS16260,1571,2169,2250,1593,1648,1576,1922,1825,2311
gene-ACX60_RS16265,2235,2875,2771,2417,2395,2515,2902,2995,3364
gene-ACX60_RS16270,6134,10265,8856,6682,6587,6778,5270,6163,6444
gene-ACX60_RS16275,307,382,415,294,175,293,380,452,394
gene-ACX60_RS16280,488,560,749,352,433,535,326,324,418
gene-ACX60_RS16285,202,324,362,245,309,315,204,231,238
gene-ACX60_RS16290,253,368,573,384,322,437,379,315,410
gene-ACX60_RS16295,43072,64091,70521,55603,53202,62439,42226,49025,53959
gene-ACX60_RS16300,19626,27333,36771,26807,22648,39320,32069,35291,30780
gene-ACX60_RS16305,132,222,172,162,129,208,212,186,266
gene-ACX60_RS16310,1552,2206,2188,1925,1803,2073,1591,1564,2010
gene-ACX60_RS16315,3074,4187,4766,3852,3473,4258,3594,3594,4622
gene-ACX60_RS16320,3650,5041,5175,4134,4016,4377,3950,4109,5162
gene-ACX60_RS16325,812,1144,1436,1084,942,1232,752,889,956
gene-ACX60_RS16330,477,672,847,491,384,443,277,324,435
gene-ACX60_RS16335,387,677,719,617,494,615,601,573,704
gene-ACX60_RS16340,5596,8192,8266,7903,7598,8617,7260,7769,8555
gene-ACX60_RS16345,2480,3598,3515,3410,3662,3397,2635,3029,3557
gene-ACX60_RS16350,6806,9117,8315,8881,9551,8452,7514,8215,9358
gene-ACX60_RS16355,753,1074,1020,607,579,641,790,844,1016
gene-ACX60_RS16360,1248,1746,1917,1572,1395,1521,1179,1244,1601
gene-ACX60_RS16365,5090,6898,6647,5445,5589,5698,5135,5184,6246
gene-ACX60_RS16370,1457,1945,2257,1456,1396,1516,1584,1393,1856
gene-ACX60_RS16375,15823,22114,22113,21252,20618,21719,20241,21555,26162
gene-ACX60_RS16380,1683,2491,2431,2331,2296,2420,1941,1954,2526
gene-ACX60_RS16385,7775,11067,11865,10895,9760,12374,10640,11262,12406
gene-ACX60_RS16390,1339,2035,2232,2043,1839,1972,1578,1744,2165
gene-ACX60_RS16395,485,672,696,690,642,663,546,566,640
gene-ACX60_RS16400,944,1274,1253,1148,1190,1095,799,826,1052
gene-ACX60_RS16405,1805,2734,3733,1871,1653,3164,1305,1634,1743
gene-ACX60_RS16410,106870,149556,174827,162227,144707,178813,125827,136692,154484
gene-ACX60_RS16415,39722,56992,65767,54225,49448,62798,41860,45398,53426
gene-ACX60_RS16420,5928,8826,11756,8116,6992,11174,7229,8155,8791
gene-ACX60_RS16425,3005,4706,4518,4594,4395,4781,3347,3702,4280
gene-ACX60_RS16430,48,117,89,139,102,184,84,79,109
gene-ACX60_RS16435,1160,2007,2416,2249,1729,2775,1888,1955,2069
gene-ACX60_RS16440,3421,5180,6062,4671,4279,6031,3365,3796,4546
gene-ACX60_RS16445,141,212,275,149,170,202,215,216,271
gene-ACX60_RS16450,248,345,356,272,218,353,315,381,431
gene-ACX60_RS20050,402,624,583,547,499,511,550,594,735
gene-ACX60_RS16460,406,549,533,476,450,432,464,507,652
gene-ACX60_RS16465,2165,3385,3009,3389,2995,3473,2973,3264,3600
gene-ACX60_RS16470,2976,4387,4123,3413,3310,3904,2755,3139,3501
gene-ACX60_RS16475,520,876,1325,561,487,820,756,742,900
gene-ACX60_RS16480,389,531,705,453,439,461,469,455,564
gene-ACX60_RS16485,1269,1945,2002,1377,1530,1569,1473,1671,1851
gene-ACX60_RS16490,12591,18845,17362,11053,12163,10694,9635,11509,14774
gene-ACX60_RS16495,3919,6479,6220,3592,3781,3996,3343,3555,4896
gene-ACX60_RS16500,604,944,922,840,745,777,808,847,1018
gene-ACX60_RS16505,24,68,66,71,101,86,105,107,64
gene-ACX60_RS16510,609,826,985,1280,1120,1141,1421,1356,1505
gene-ACX60_RS16515,364,515,625,478,369,513,579,600,719
gene-ACX60_RS16520,142,166,220,128,128,127,164,124,190
gene-ACX60_RS16525,147,201,301,144,183,184,165,182,229
gene-ACX60_RS16530,1103,1794,1622,1447,1526,1366,1377,1484,1807
gene-ACX60_RS16535,305,400,347,285,308,316,268,298,362
gene-ACX60_RS16540,1723,2759,2599,1590,1851,1719,1225,1424,1565
gene-ACX60_RS16545,106,202,244,188,184,267,140,186,214
gene-ACX60_RS16550,1247,1990,2188,1992,1925,2435,2212,2244,2361
gene-ACX60_RS16555,24751,39289,37441,21678,23214,23270,14980,18459,19482
gene-ACX60_RS16560,14415,23068,19326,11680,13303,12216,8607,10686,10618
gene-ACX60_RS16565,305,536,670,422,346,494,516,508,615
gene-ACX60_RS16570,32,34,72,24,24,30,46,54,48
gene-ACX60_RS16575,51,96,185,100,48,137,180,159,187
gene-ACX60_RS16580,49,81,105,53,67,77,72,77,76
gene-ACX60_RS16585,42,86,95,46,56,70,61,69,85
gene-ACX60_RS16590,28,34,49,22,24,37,41,47,63
gene-ACX60_RS16595,1656,2546,2522,2097,2185,2290,1337,1499,1609
gene-ACX60_RS16600,1532,2511,2622,1959,2193,2221,1113,1278,1552
gene-ACX60_RS16605,91,108,133,65,62,79,79,82,113
gene-ACX60_RS16610,2761,4648,4458,2810,3339,3028,2144,2478,2545
gene-ACX60_RS16615,407,690,887,763,631,760,653,657,759
gene-ACX60_RS16620,18356,33653,35756,26258,24680,30776,22020,22632,26042
gene-ACX60_RS16625,2987,4135,4281,3431,3277,4003,3152,3466,3492
gene-ACX60_RS16630,241,368,440,298,236,291,198,241,237
gene-ACX60_RS16635,244,378,320,264,270,249,260,199,285
gene-ACX60_RS16640,32,89,66,60,52,66,18,15,13
gene-ACX60_RS16645,67,110,107,84,115,83,52,25,30
gene-ACX60_RS16650,139796,188922,215959,202252,193224,224305,206464,222814,226849
gene-ACX60_RS16655,118998,170502,190935,172716,161989,195516,163161,179253,186576
gene-ACX60_RS16660,18691,30427,44986,33625,25809,47233,39418,40799,43312
gene-ACX60_RS16665,46758,74693,84914,97613,85798,104909,101313,109817,114700
gene-ACX60_RS16670,61617,93634,91907,110053,106539,122372,103261,123045,114408
gene-ACX60_RS16675,36216,50353,65534,67776,56269,75842,65344,70976,74733
gene-ACX60_RS16680,16990,29837,30944,32765,30585,36350,27509,28190,30948
gene-ACX60_RS16685,12722,21268,21529,24242,24204,24957,18023,20538,23588
gene-ACX60_RS16690,633,884,1088,1011,910,1276,1037,1092,1079
gene-ACX60_RS16695,17501,25938,26513,28938,29738,32465,25583,27332,27500
gene-ACX60_RS16700,3781,6443,4614,5715,7012,5524,4084,4301,4870
gene-ACX60_RS16705,118,267,227,225,176,397,324,379,302
gene-ACX60_RS16710,1708,2710,2566,2707,1962,3172,3095,3279,3409
gene-ACX60_RS16715,3152,5125,5126,5490,4486,6563,6508,6844,7255
gene-ACX60_RS16720,1842,2906,3052,2244,2257,2424,2113,2189,2443
gene-ACX60_RS16725,514,842,821,622,643,703,689,660,729
gene-ACX60_RS16730,1340,1791,2067,1389,1397,1687,1436,1429,1571
gene-ACX60_RS16735,3597,5509,5504,4134,4498,4626,3619,3782,4549
gene-ACX60_RS16740,588,990,992,671,740,827,668,769,790
gene-ACX60_RS16745,380,615,591,421,483,649,527,566,582
gene-ACX60_RS16750,1450,2092,4671,1460,1142,2783,1310,1249,1691
gene-ACX60_RS16755,76,105,119,56,58,62,64,57,84
gene-ACX60_RS16760,1134,1829,1686,1619,1681,1752,1641,1739,2003
gene-ACX60_RS16765,610,1052,1157,955,1005,1125,901,887,1186
gene-ACX60_RS16770,592,899,821,719,732,753,750,810,909
gene-ACX60_RS16775,1490,2460,2502,1554,1722,1684,1359,1514,1892
gene-ACX60_RS16780,611,903,782,656,640,616,709,734,885
gene-ACX60_RS16785,122,212,232,161,136,218,198,171,254
gene-ACX60_RS16790,6766,9388,9214,8236,8049,8228,6967,7820,8308
gene-ACX60_RS16795,218,359,332,213,202,294,198,226,232
gene-ACX60_RS16800,347,657,638,537,458,536,387,399,471
gene-ACX60_RS16805,377,619,715,521,488,616,447,477,517
gene-ACX60_RS16810,138,155,144,139,98,116,102,129,129
gene-ACX60_RS16815,14,18,30,9,20,23,26,18,42
gene-ACX60_RS16820,95,105,144,101,67,107,60,64,85
gene-ACX60_RS16825,970,1376,1503,1551,1550,1517,1463,1732,1881
gene-ACX60_RS16830,806,1270,1503,1076,995,1078,1289,1241,1473
gene-ACX60_RS16835,1229,1982,1877,1375,1429,1287,1451,1749,1813
gene-ACX60_RS16840,4465,6834,7532,5796,5239,7437,5490,5479,6121
gene-ACX60_RS16845,3284,4807,4235,4110,5137,4583,3479,3857,4578
gene-ACX60_RS16850,2158,3290,3129,2956,3537,3407,2350,2566,2786
gene-ACX60_RS16855,1201,2013,1972,2020,2134,2104,1522,1649,1758
gene-ACX60_RS16860,68,119,141,174,106,105,143,133,171
gene-ACX60_RS16865,2399,3457,3742,3727,4267,4028,4851,4395,5486
gene-ACX60_RS16870,103,152,181,100,131,158,140,65,177
gene-ACX60_RS16875,401,658,708,453,480,544,572,594,743
gene-ACX60_RS16880,2142,3137,3775,3057,2787,3904,2478,2652,2967
gene-ACX60_RS16885,5481,8248,7623,6487,7383,6291,5348,6007,6673
gene-ACX60_RS16890,8556,13362,11818,10672,11802,11735,8396,9439,10140
gene-ACX60_RS16895,6637,10196,9892,5,0,22,8385,9482,9824
gene-ACX60_RS16900,2548,3607,4546,1833,1764,1975,3018,3071,3780
gene-ACX60_RS16905,689,1018,966,716,665,711,1315,1386,1404
gene-ACX60_RS16910,388,658,623,523,398,483,568,593,766
gene-ACX60_RS16915,862,1390,1473,1318,1108,1358,1275,1349,1490
gene-ACX60_RS16920,5684,8579,8733,6692,6793,7461,5866,6649,7236
gene-ACX60_RS16925,2504,3448,3916,2939,2706,3714,2948,3240,3289
gene-ACX60_RS16930,3870,5377,5491,5366,6040,5470,4598,4982,6072
gene-ACX60_RS16935,9140,13224,12666,11430,11577,11622,10188,11503,12616
gene-ACX60_RS16940,1103,1600,1299,1348,1430,1210,1180,1273,1557
gene-ACX60_RS16945,1108,1677,1886,1483,1343,1538,1306,1270,1639
gene-ACX60_RS16950,208,258,346,283,279,303,248,247,304
gene-ACX60_RS16955,2340,4041,3840,2717,2611,3182,2230,2625,3092
gene-ACX60_RS16960,10236,15229,13527,11639,11445,11522,10373,11319,12573
gene-ACX60_RS16965,1810,2609,2851,1995,1819,2269,1663,1777,2219
gene-ACX60_RS16970,1080,1692,1665,1188,1180,1343,954,923,1372
gene-ACX60_RS16975,5008,7629,6634,5418,5973,5101,4850,5225,6714
gene-ACX60_RS16980,1928,3138,3154,2481,2802,2518,2507,2785,2955
gene-ACX60_RS16985,165,232,448,229,184,304,214,194,259
gene-ACX60_RS16990,690,1092,1074,700,619,733,672,740,1012
gene-ACX60_RS16995,2857,5044,6271,3620,3236,4350,3136,3374,3402
gene-ACX60_RS17000,7784,10240,11336,8452,7210,9084,10788,11604,12986
gene-ACX60_RS17005,1969,3010,4070,2585,1946,3176,3224,3449,3805
gene-ACX60_RS17010,74,131,277,162,126,211,251,196,238
gene-ACX60_RS17015,656,1003,1253,791,695,942,861,1058,1199
gene-ACX60_RS19315,241,372,393,213,183,239,275,255,341
gene-ACX60_RS17025,429,669,878,390,384,457,432,546,624
gene-ACX60_RS17030,440,626,878,363,287,488,517,519,631
gene-ACX60_RS17035,14119,22146,26361,10471,9033,14036,13073,14200,17379
gene-ACX60_RS19320,686,1131,2006,787,543,1158,1220,1167,1234
gene-ACX60_RS17040,1772,2616,3694,2054,1522,2551,2885,2593,3067
gene-ACX60_RS17045,4152,5904,9469,4290,3225,5760,5858,6063,6447
gene-ACX60_RS17050,163,238,239,176,163,241,172,157,251
gene-ACX60_RS17055,245,342,371,246,233,291,260,247,307
gene-ACX60_RS17060,277,316,414,264,245,243,257,265,363
gene-ACX60_RS17065,243,390,464,253,285,337,326,296,374
gene-ACX60_RS17070,90,124,117,160,194,200,158,112,156
gene-ACX60_RS19970,4,2,0,0,2,0,0,2,2
gene-ACX60_RS17075,8372,11749,12944,5414,4822,7800,7208,7043,8175
gene-ACX60_RS17080,4650,6610,7869,6868,6407,8298,5608,6290,6562
gene-ACX60_RS17085,597,730,962,771,660,801,683,597,859
gene-ACX60_RS17090,103,181,215,194,150,204,177,222,279
gene-ACX60_RS17095,5862,9529,9084,6544,6765,7366,5454,6219,6841
gene-ACX60_RS17100,5181,8076,7458,6442,6941,6831,5421,6051,6914
gene-ACX60_RS17105,970,1557,1374,1360,1361,1195,1370,1412,1597
gene-ACX60_RS17110,612,884,748,858,924,726,646,658,792
gene-ACX60_RS17115,187,360,373,196,239,266,207,318,304
gene-ACX60_RS17120,14868,21269,20274,14307,15162,14696,13196,14828,16259
gene-ACX60_RS17125,495,784,894,661,745,714,475,560,585
gene-ACX60_RS17130,1064,1397,1387,1517,1480,1388,1383,1386,1502
gene-ACX60_RS17135,220,328,357,356,267,363,408,399,468
gene-ACX60_RS17140,411,458,533,495,487,492,451,457,578
gene-ACX60_RS19975,25,37,50,31,18,35,22,25,39
gene-ACX60_RS17145,475,699,853,570,581,848,532,554,680
gene-ACX60_RS17150,152,230,235,199,140,212,219,217,310
gene-ACX60_RS17155,4799,6775,6649,4820,4862,5222,3759,4471,4867
gene-ACX60_RS17160,65,97,111,104,69,83,98,109,115
gene-ACX60_RS17165,52,70,100,54,43,48,42,65,62
gene-ACX60_RS17170,85,114,130,59,55,71,62,48,62
gene-ACX60_RS17175,81,193,199,69,87,111,76,54,85
gene-ACX60_RS17180,308,534,565,589,658,758,403,359,448
gene-ACX60_RS17185,1302,2150,2636,1291,1295,1631,1087,1084,1551
gene-ACX60_RS17190,46,69,109,53,37,96,78,52,89
gene-ACX60_RS17195,3,0,4,6,0,2,4,3,4
gene-ACX60_RS17200,0,0,0,0,0,0,2,0,0
gene-ACX60_RS17205,0,0,0,0,0,0,0,0,0
gene-ACX60_RS17210,0,0,0,0,0,0,0,0,0
gene-ACX60_RS17215,7,8,7,12,1,16,24,9,7
gene-ACX60_RS17220,4,13,12,2,4,15,16,12,13
gene-ACX60_RS17225,421,597,619,531,556,439,328,312,430
gene-ACX60_RS17230,14,29,56,44,17,39,29,30,55
gene-ACX60_RS17235,780,1091,1292,1210,1164,1465,1447,1104,1474
gene-ACX60_RS17240,1036,1567,1726,1527,1489,1672,1670,1570,1901
gene-ACX60_RS17245,3132,4410,4925,4234,4030,4671,4494,4556,5303
gene-ACX60_RS17250,305,447,507,297,285,365,358,421,488
gene-ACX60_RS17255,215,324,323,237,254,275,299,292,329
gene-ACX60_RS17260,414,616,597,472,512,511,433,464,517
gene-ACX60_RS17265,591,811,762,637,678,754,677,683,691
gene-ACX60_RS17270,152,259,327,264,193,199,338,275,350
gene-ACX60_RS17275,724,1015,989,859,830,904,1167,1337,1388
gene-ACX60_RS17280,110,160,200,196,109,152,187,148,214
gene-ACX60_RS17285,1189,1814,2368,1564,1273,1872,1251,1569,1592
gene-ACX60_RS17290,738,1180,1463,1237,1104,1089,503,566,688
gene-ACX60_RS17295,1367,2225,2498,1624,1348,1967,2478,2954,3393
gene-ACX60_RS17300,17376,27669,29547,35083,33091,40710,40886,48565,47670
gene-ACX60_RS17305,69509,100303,105672,131520,121411,147339,164997,184895,175118
gene-ACX60_RS17310,48790,70431,72566,86611,88298,92962,96035,107252,114305
gene-ACX60_RS17315,89200,124373,133857,157465,150043,179811,196507,225166,217223
gene-ACX60_RS17320,19635,28244,32036,37807,33639,44670,52913,59747,54555
gene-ACX60_RS17325,21352,29701,32860,37613,33838,44567,49724,58010,54563
gene-ACX60_RS17330,12191,17947,19296,19279,18058,26833,28347,32062,27602
gene-ACX60_RS17335,29819,40007,44134,61065,57420,68531,72755,77403,78124
gene-ACX60_RS17340,2977,4276,5027,5615,5525,6883,5250,4989,6255
gene-ACX60_RS17345,1476,1994,2406,1830,1722,2172,1445,1299,1853
gene-ACX60_RS17350,1268,1634,2150,1364,1246,1513,1393,1314,1828
gene-ACX60_RS17355,1951,2698,2935,2543,2336,2709,2563,2910,3309
gene-ACX60_RS17360,1679,2242,2252,2184,2011,2216,2406,2274,2872
gene-ACX60_RS17365,223,414,330,281,313,395,253,269,336
gene-ACX60_RS17370,2139,3360,3546,2360,2159,2760,2143,2250,2444
gene-ACX60_RS17375,4434,6190,6082,4306,5157,4901,4592,5063,5077
gene-ACX60_RS17380,4872,7014,7775,7041,6557,7857,7016,7936,7527
gene-ACX60_RS17385,911,1573,1569,1311,1235,1527,1154,1211,1155
gene-ACX60_RS17390,242,359,428,350,395,370,261,226,302
gene-ACX60_RS17395,113,243,263,120,157,158,132,106,121
gene-ACX60_RS17400,1547,2415,2531,1630,1678,1740,1175,1237,1636
gene-ACX60_RS17405,107,156,189,108,94,153,178,196,169
gene-ACX60_RS17410,51,86,114,52,45,65,66,71,83
gene-ACX60_RS17415,130,157,211,142,105,166,180,168,186
gene-ACX60_RS17420,14988,22822,22061,21946,20642,25046,21227,23794,25199
gene-ACX60_RS17425,1151,1794,1764,1299,1076,1468,1478,1518,1841
gene-ACX60_RS17430,53,80,82,60,36,72,77,78,108
gene-ACX60_RS17435,913,1416,1608,1121,1234,1343,761,801,1016
gene-ACX60_RS17440,1205,1749,1882,1171,1078,1543,924,811,1213
gene-ACX60_RS17445,957,1671,1386,1428,1520,1571,957,1045,1072
gene-ACX60_RS17450,915,1340,1446,981,835,1098,887,970,1139
gene-ACX60_RS17455,350,612,628,491,463,619,522,587,573
gene-ACX60_RS17460,543,715,803,632,733,713,527,639,716
gene-ACX60_RS17465,2,9,16,21,25,32,22,12,18
gene-ACX60_RS17470,8,22,28,21,5,39,41,35,45
gene-ACX60_RS17475,122,219,261,144,106,192,234,188,286
gene-ACX60_RS17480,326,479,559,401,325,431,420,408,483
gene-ACX60_RS17485,285,479,506,406,362,437,434,477,542
gene-ACX60_RS17490,458,738,770,624,575,589,632,621,730
gene-ACX60_RS17495,423,605,728,575,500,499,560,580,671
gene-ACX60_RS17500,9,20,20,4,10,13,12,16,6
gene-ACX60_RS17505,92,152,154,118,78,94,114,114,152
gene-ACX60_RS17510,92,136,102,97,92,124,100,102,191
gene-ACX60_RS17515,23,19,26,8,10,16,17,19,26
gene-ACX60_RS17520,26,46,34,44,54,56,38,23,37
gene-ACX60_RS17525,20,23,28,21,34,30,23,22,48
gene-ACX60_RS17530,108,215,199,139,128,110,109,120,163
gene-ACX60_RS17535,209,419,371,249,217,273,265,365,352
gene-ACX60_RS17540,195,300,312,203,183,240,148,213,252
gene-ACX60_RS17545,386,554,513,316,379,325,328,353,345
gene-ACX60_RS17550,163,211,218,108,145,142,105,113,142
gene-ACX60_RS17555,98,141,104,92,75,71,35,30,52
gene-ACX60_RS17560,262,565,430,202,200,217,124,125,221
gene-ACX60_RS17565,265,370,331,180,292,234,238,214,271
gene-ACX60_RS17570,1587,2667,2643,2983,2704,3357,3063,3050,3589
gene-ACX60_RS17575,5840,9808,7874,6790,6679,6779,7568,7668,8312
gene-ACX60_RS17580,2005,3230,3401,2719,2241,3086,2838,3086,3226
gene-ACX60_RS17585,4702,8136,6368,7275,7206,6417,8775,8926,9228
gene-ACX60_RS17590,7191,13087,10006,12987,13589,9855,14782,14384,15587
gene-ACX60_RS17595,53,57,97,50,54,62,60,66,78
gene-ACX60_RS17600,62,81,100,94,64,74,70,97,120
gene-ACX60_RS17605,417,610,614,469,396,498,525,519,638
gene-ACX60_RS17610,96,152,236,116,118,197,117,99,161
gene-ACX60_RS17615,77,158,187,111,110,178,116,153,150
gene-ACX60_RS17620,243,419,428,442,395,444,380,328,421
gene-ACX60_RS17625,31,34,54,37,51,45,43,28,28
gene-ACX60_RS17630,208,305,395,122,88,150,286,321,499
gene-ACX60_RS17635,6,7,19,11,8,12,43,18,16
gene-ACX60_RS17640,22,38,38,16,16,52,47,31,28
gene-ACX60_RS17645,2,0,0,0,1,0,2,0,0
gene-ACX60_RS17650,12,20,12,22,17,9,12,28,13
gene-ACX60_RS17655,6,12,23,14,17,12,8,8,10
gene-ACX60_RS17660,760,1000,902,958,1060,902,827,756,1040
gene-ACX60_RS17665,13,8,21,18,5,8,21,12,21
gene-ACX60_RS17670,43,69,57,34,34,58,40,44,65
gene-ACX60_RS19330,18,8,16,8,11,10,8,17,18
gene-ACX60_RS17675,16,30,24,4,12,4,15,20,12
gene-ACX60_RS17680,210,315,348,146,246,188,120,160,192
gene-ACX60_RS19795,0,1,7,4,0,7,2,4,3
gene-ACX60_RS17685,180,324,432,253,205,314,395,364,408
gene-ACX60_RS17690,4422,7942,6539,3438,4166,3470,3001,4099,4507
gene-ACX60_RS17695,1299,2358,2221,911,1081,1035,888,1238,1341
gene-ACX60_RS17700,826,1378,1249,764,961,706,772,1011,944
gene-ACX60_RS17705,120,204,211,137,162,118,133,147,141
gene-ACX60_RS19630,0,0,2,0,0,3,3,0,3
gene-ACX60_RS17710,5748,8583,8418,6231,6596,7009,4777,5749,5924
